"hours","minutes","seconds","channel","intensity","interval","copy"
0,0,3766,1,26,0,1
0,0,3766,3,26,0,1
0,0,3766,8,26,0,1
0,0,3766,10,26,0,1
0,0,3771,1,27,0,1
0,0,3771,3,27,0,1
0,0,3771,8,27,0,1
0,0,3771,10,27,0,1
0,0,3775,1,28,0,1
0,0,3775,3,28,0,1
0,0,3775,8,28,0,1
0,0,3775,10,28,0,1
0,0,3780,1,29,0,1
0,0,3780,3,29,0,1
0,0,3780,8,29,0,1
0,0,3780,10,29,0,1
0,0,3785,1,28,0,1
0,0,3785,3,28,0,1
0,0,3785,8,28,0,1
0,0,3785,10,28,0,1
0,0,3789,1,27,0,1
0,0,3789,3,27,0,1
0,0,3789,8,27,0,1
0,0,3789,10,27,0,1
0,0,3794,1,26,0,1
0,0,3794,3,26,0,1
0,0,3794,8,26,0,1
0,0,3794,10,26,0,1
0,0,3798,1,25,0,1
0,0,3798,3,25,0,1
0,0,3798,8,25,0,1
0,0,3798,10,25,0,1
0,0,3803,1,24,0,1
0,0,3803,3,24,0,1
0,0,3803,8,24,0,1
0,0,3803,10,24,0,1
0,0,3808,1,23,0,1
0,0,3808,3,23,0,1
0,0,3808,8,23,0,1
0,0,3808,10,23,0,1
0,0,3812,1,22,0,1
0,0,3812,3,22,0,1
0,0,3812,8,22,0,1
0,0,3812,10,22,0,1
0,0,3817,1,21,0,1
0,0,3817,3,21,0,1
0,0,3817,8,21,0,1
0,0,3817,10,21,0,1
0,0,3822,1,20,0,1
0,0,3822,3,20,0,1
0,0,3822,8,20,0,1
0,0,3822,10,20,0,1
0,0,3826,1,19,0,1
0,0,3826,3,19,0,1
0,0,3826,8,19,0,1
0,0,3826,10,19,0,1
0,0,3831,1,18,0,1
0,0,3831,3,18,0,1
0,0,3831,8,18,0,1
0,0,3831,10,18,0,1
0,0,3835,1,17,0,1
0,0,3835,3,17,0,1
0,0,3835,8,17,0,1
0,0,3835,10,17,0,1
0,0,3840,1,16,0,1
0,0,3840,3,16,0,1
0,0,3840,8,16,0,1
0,0,3840,10,16,0,1
0,0,3845,1,15,0,1
0,0,3845,3,15,0,1
0,0,3845,8,15,0,1
0,0,3845,10,15,0,1
0,0,3849,1,14,0,1
0,0,3849,3,14,0,1
0,0,3849,8,14,0,1
0,0,3849,10,14,0,1
0,0,3854,1,13,0,1
0,0,3854,3,13,0,1
0,0,3854,8,13,0,1
0,0,3854,10,13,0,1
0,0,3858,1,12,0,1
0,0,3858,3,12,0,1
0,0,3858,8,12,0,1
0,0,3858,10,12,0,1
0,0,3863,1,11,0,1
0,0,3863,3,11,0,1
0,0,3863,8,11,0,1
0,0,3863,10,11,0,1
0,0,3868,1,10,0,1
0,0,3868,3,10,0,1
0,0,3868,8,10,0,1
0,0,3868,10,10,0,1
0,0,3872,1,9,0,1
0,0,3872,3,9,0,1
0,0,3872,8,9,0,1
0,0,3872,10,9,0,1
0,0,3877,1,8,0,1
0,0,3877,3,8,0,1
0,0,3877,8,8,0,1
0,0,3877,10,8,0,1
0,0,3882,1,7,0,1
0,0,3882,3,7,0,1
0,0,3882,8,7,0,1
0,0,3882,10,7,0,1
0,0,3886,1,6,0,1
0,0,3886,3,6,0,1
0,0,3886,8,6,0,1
0,0,3886,10,6,0,1
0,0,3891,1,5,0,1
0,0,3891,3,5,0,1
0,0,3891,8,5,0,1
0,0,3891,10,5,0,1
0,0,3895,1,4,0,1
0,0,3895,3,4,0,1
0,0,3895,8,4,0,1
0,0,3895,10,4,0,1
0,0,3900,1,3,0,1
0,0,3900,3,3,0,1
0,0,3900,8,3,0,1
0,0,3900,10,3,0,1
0,0,3905,1,4,0,1
0,0,3905,3,4,0,1
0,0,3905,8,4,0,1
0,0,3905,10,4,0,1
0,0,3909,1,5,0,1
0,0,3909,3,5,0,1
0,0,3909,8,5,0,1
0,0,3909,10,5,0,1
0,0,3914,1,6,0,1
0,0,3914,3,6,0,1
0,0,3914,8,6,0,1
0,0,3914,10,6,0,1
0,0,3918,1,7,0,1
0,0,3918,3,7,0,1
0,0,3918,8,7,0,1
0,0,3918,10,7,0,1
0,0,3923,1,8,0,1
0,0,3923,3,8,0,1
0,0,3923,8,8,0,1
0,0,3923,10,8,0,1
0,0,3928,1,9,0,1
0,0,3928,3,9,0,1
0,0,3928,8,9,0,1
0,0,3928,10,9,0,1
0,0,3932,1,10,0,1
0,0,3932,3,10,0,1
0,0,3932,8,10,0,1
0,0,3932,10,10,0,1
0,0,3937,1,11,0,1
0,0,3937,3,11,0,1
0,0,3937,8,11,0,1
0,0,3937,10,11,0,1
0,0,3942,1,12,0,1
0,0,3942,3,12,0,1
0,0,3942,8,12,0,1
0,0,3942,10,12,0,1
0,0,3946,1,13,0,1
0,0,3946,3,13,0,1
0,0,3946,8,13,0,1
0,0,3946,10,13,0,1
0,0,3951,1,14,0,1
0,0,3951,3,14,0,1
0,0,3951,8,14,0,1
0,0,3951,10,14,0,1
0,0,3955,1,15,0,1
0,0,3955,3,15,0,1
0,0,3955,8,15,0,1
0,0,3955,10,15,0,1
0,0,3960,1,16,0,1
0,0,3960,3,16,0,1
0,0,3960,8,16,0,1
0,0,3960,10,16,0,1
0,0,3965,1,17,0,1
0,0,3965,3,17,0,1
0,0,3965,8,17,0,1
0,0,3965,10,17,0,1
0,0,3969,1,18,0,1
0,0,3969,3,18,0,1
0,0,3969,8,18,0,1
0,0,3969,10,18,0,1
0,0,3974,1,19,0,1
0,0,3974,3,19,0,1
0,0,3974,8,19,0,1
0,0,3974,10,19,0,1
0,0,3978,1,20,0,1
0,0,3978,3,20,0,1
0,0,3978,8,20,0,1
0,0,3978,10,20,0,1
0,0,3983,1,21,0,1
0,0,3983,3,21,0,1
0,0,3983,8,21,0,1
0,0,3983,10,21,0,1
0,0,3988,1,22,0,1
0,0,3988,3,22,0,1
0,0,3988,8,22,0,1
0,0,3988,10,22,0,1
0,0,3992,1,23,0,1
0,0,3992,3,23,0,1
0,0,3992,8,23,0,1
0,0,3992,10,23,0,1
0,0,3997,1,24,0,1
0,0,3997,3,24,0,1
0,0,3997,8,24,0,1
0,0,3997,10,24,0,1
0,0,4002,1,25,0,1
0,0,4002,3,25,0,1
0,0,4002,8,25,0,1
0,0,4002,10,25,0,1
0,0,4006,1,26,0,1
0,0,4006,3,26,0,1
0,0,4006,8,26,0,1
0,0,4006,10,26,0,1
0,0,4011,1,27,0,1
0,0,4011,3,27,0,1
0,0,4011,8,27,0,1
0,0,4011,10,27,0,1
0,0,4015,1,28,0,1
0,0,4015,3,28,0,1
0,0,4015,8,28,0,1
0,0,4015,10,28,0,1
0,0,4020,1,29,0,1
0,0,4020,3,29,0,1
0,0,4020,8,29,0,1
0,0,4020,10,29,0,1
0,0,4025,1,28,0,1
0,0,4025,3,28,0,1
0,0,4025,8,28,0,1
0,0,4025,10,28,0,1
0,0,4029,1,27,0,1
0,0,4029,3,27,0,1
0,0,4029,8,27,0,1
0,0,4029,10,27,0,1
0,0,4034,1,26,0,1
0,0,4034,3,26,0,1
0,0,4034,8,26,0,1
0,0,4034,10,26,0,1
0,0,4038,1,25,0,1
0,0,4038,3,25,0,1
0,0,4038,8,25,0,1
0,0,4038,10,25,0,1
0,0,4043,1,24,0,1
0,0,4043,3,24,0,1
0,0,4043,8,24,0,1
0,0,4043,10,24,0,1
0,0,4048,1,23,0,1
0,0,4048,3,23,0,1
0,0,4048,8,23,0,1
0,0,4048,10,23,0,1
0,0,4052,1,22,0,1
0,0,4052,3,22,0,1
0,0,4052,8,22,0,1
0,0,4052,10,22,0,1
0,0,4057,1,21,0,1
0,0,4057,3,21,0,1
0,0,4057,8,21,0,1
0,0,4057,10,21,0,1
0,0,4062,1,20,0,1
0,0,4062,3,20,0,1
0,0,4062,8,20,0,1
0,0,4062,10,20,0,1
0,0,4066,1,19,0,1
0,0,4066,3,19,0,1
0,0,4066,8,19,0,1
0,0,4066,10,19,0,1
0,0,4071,1,18,0,1
0,0,4071,3,18,0,1
0,0,4071,8,18,0,1
0,0,4071,10,18,0,1
0,0,4075,1,17,0,1
0,0,4075,3,17,0,1
0,0,4075,8,17,0,1
0,0,4075,10,17,0,1
0,0,4080,1,16,0,1
0,0,4080,3,16,0,1
0,0,4080,8,16,0,1
0,0,4080,10,16,0,1
0,0,4085,1,15,0,1
0,0,4085,3,15,0,1
0,0,4085,8,15,0,1
0,0,4085,10,15,0,1
0,0,4089,1,14,0,1
0,0,4089,3,14,0,1
0,0,4089,8,14,0,1
0,0,4089,10,14,0,1
0,0,4094,1,13,0,1
0,0,4094,3,13,0,1
0,0,4094,8,13,0,1
0,0,4094,10,13,0,1
0,0,4098,1,12,0,1
0,0,4098,3,12,0,1
0,0,4098,8,12,0,1
0,0,4098,10,12,0,1
0,0,4103,1,11,0,1
0,0,4103,3,11,0,1
0,0,4103,8,11,0,1
0,0,4103,10,11,0,1
0,0,4108,1,10,0,1
0,0,4108,3,10,0,1
0,0,4108,8,10,0,1
0,0,4108,10,10,0,1
0,0,4112,1,9,0,1
0,0,4112,3,9,0,1
0,0,4112,8,9,0,1
0,0,4112,10,9,0,1
0,0,4117,1,8,0,1
0,0,4117,3,8,0,1
0,0,4117,8,8,0,1
0,0,4117,10,8,0,1
0,0,4122,1,7,0,1
0,0,4122,3,7,0,1
0,0,4122,8,7,0,1
0,0,4122,10,7,0,1
0,0,4126,1,6,0,1
0,0,4126,3,6,0,1
0,0,4126,8,6,0,1
0,0,4126,10,6,0,1
0,0,4131,1,5,0,1
0,0,4131,3,5,0,1
0,0,4131,8,5,0,1
0,0,4131,10,5,0,1
0,0,4135,1,4,0,1
0,0,4135,3,4,0,1
0,0,4135,8,4,0,1
0,0,4135,10,4,0,1
0,0,4140,1,3,0,1
0,0,4140,3,3,0,1
0,0,4140,8,3,0,1
0,0,4140,10,3,0,1
0,0,4145,1,4,0,1
0,0,4145,3,4,0,1
0,0,4145,8,4,0,1
0,0,4145,10,4,0,1
0,0,4149,1,5,0,1
0,0,4149,3,5,0,1
0,0,4149,8,5,0,1
0,0,4149,10,5,0,1
0,0,4154,1,6,0,1
0,0,4154,3,6,0,1
0,0,4154,8,6,0,1
0,0,4154,10,6,0,1
0,0,4158,1,7,0,1
0,0,4158,3,7,0,1
0,0,4158,8,7,0,1
0,0,4158,10,7,0,1
0,0,4163,1,8,0,1
0,0,4163,3,8,0,1
0,0,4163,8,8,0,1
0,0,4163,10,8,0,1
0,0,4168,1,9,0,1
0,0,4168,3,9,0,1
0,0,4168,8,9,0,1
0,0,4168,10,9,0,1
0,0,4172,1,10,0,1
0,0,4172,3,10,0,1
0,0,4172,8,10,0,1
0,0,4172,10,10,0,1
0,0,4177,1,11,0,1
0,0,4177,3,11,0,1
0,0,4177,8,11,0,1
0,0,4177,10,11,0,1
0,0,4182,1,12,0,1
0,0,4182,3,12,0,1
0,0,4182,8,12,0,1
0,0,4182,10,12,0,1
0,0,4186,1,13,0,1
0,0,4186,3,13,0,1
0,0,4186,8,13,0,1
0,0,4186,10,13,0,1
0,0,4191,1,14,0,1
0,0,4191,3,14,0,1
0,0,4191,8,14,0,1
0,0,4191,10,14,0,1
0,0,4195,1,15,0,1
0,0,4195,3,15,0,1
0,0,4195,8,15,0,1
0,0,4195,10,15,0,1
0,0,4200,1,16,0,1
0,0,4200,3,16,0,1
0,0,4200,8,16,0,1
0,0,4200,10,16,0,1
0,0,4205,1,17,0,1
0,0,4205,3,17,0,1
0,0,4205,8,17,0,1
0,0,4205,10,17,0,1
0,0,4209,1,18,0,1
0,0,4209,3,18,0,1
0,0,4209,8,18,0,1
0,0,4209,10,18,0,1
0,0,4214,1,19,0,1
0,0,4214,3,19,0,1
0,0,4214,8,19,0,1
0,0,4214,10,19,0,1
0,0,4218,1,20,0,1
0,0,4218,3,20,0,1
0,0,4218,8,20,0,1
0,0,4218,10,20,0,1
0,0,4223,1,21,0,1
0,0,4223,3,21,0,1
0,0,4223,8,21,0,1
0,0,4223,10,21,0,1
0,0,4228,1,22,0,1
0,0,4228,3,22,0,1
0,0,4228,8,22,0,1
0,0,4228,10,22,0,1
0,0,4232,1,23,0,1
0,0,4232,3,23,0,1
0,0,4232,8,23,0,1
0,0,4232,10,23,0,1
0,0,4237,1,24,0,1
0,0,4237,3,24,0,1
0,0,4237,8,24,0,1
0,0,4237,10,24,0,1
0,0,4242,1,25,0,1
0,0,4242,3,25,0,1
0,0,4242,8,25,0,1
0,0,4242,10,25,0,1
0,0,4246,1,26,0,1
0,0,4246,3,26,0,1
0,0,4246,8,26,0,1
0,0,4246,10,26,0,1
0,0,4251,1,27,0,1
0,0,4251,3,27,0,1
0,0,4251,8,27,0,1
0,0,4251,10,27,0,1
0,0,4255,1,28,0,1
0,0,4255,3,28,0,1
0,0,4255,8,28,0,1
0,0,4255,10,28,0,1
0,0,4260,1,29,0,1
0,0,4260,3,29,0,1
0,0,4260,8,29,0,1
0,0,4260,10,29,0,1
0,0,4265,1,28,0,1
0,0,4265,3,28,0,1
0,0,4265,8,28,0,1
0,0,4265,10,28,0,1
0,0,4269,1,27,0,1
0,0,4269,3,27,0,1
0,0,4269,8,27,0,1
0,0,4269,10,27,0,1
0,0,4274,1,26,0,1
0,0,4274,3,26,0,1
0,0,4274,8,26,0,1
0,0,4274,10,26,0,1
0,0,4278,1,25,0,1
0,0,4278,3,25,0,1
0,0,4278,8,25,0,1
0,0,4278,10,25,0,1
0,0,4283,1,24,0,1
0,0,4283,3,24,0,1
0,0,4283,8,24,0,1
0,0,4283,10,24,0,1
0,0,4288,1,23,0,1
0,0,4288,3,23,0,1
0,0,4288,8,23,0,1
0,0,4288,10,23,0,1
0,0,4292,1,22,0,1
0,0,4292,3,22,0,1
0,0,4292,8,22,0,1
0,0,4292,10,22,0,1
0,0,4297,1,21,0,1
0,0,4297,3,21,0,1
0,0,4297,8,21,0,1
0,0,4297,10,21,0,1
0,0,4302,1,20,0,1
0,0,4302,3,20,0,1
0,0,4302,8,20,0,1
0,0,4302,10,20,0,1
0,0,4306,1,19,0,1
0,0,4306,3,19,0,1
0,0,4306,8,19,0,1
0,0,4306,10,19,0,1
0,0,4311,1,18,0,1
0,0,4311,3,18,0,1
0,0,4311,8,18,0,1
0,0,4311,10,18,0,1
0,0,4315,1,17,0,1
0,0,4315,3,17,0,1
0,0,4315,8,17,0,1
0,0,4315,10,17,0,1
0,0,4320,1,16,0,1
0,0,4320,3,16,0,1
0,0,4320,8,16,0,1
0,0,4320,10,16,0,1
0,0,4325,1,15,0,1
0,0,4325,3,15,0,1
0,0,4325,8,15,0,1
0,0,4325,10,15,0,1
0,0,4329,1,14,0,1
0,0,4329,3,14,0,1
0,0,4329,8,14,0,1
0,0,4329,10,14,0,1
0,0,4334,1,13,0,1
0,0,4334,3,13,0,1
0,0,4334,8,13,0,1
0,0,4334,10,13,0,1
0,0,4338,1,12,0,1
0,0,4338,3,12,0,1
0,0,4338,8,12,0,1
0,0,4338,10,12,0,1
0,0,4343,1,11,0,1
0,0,4343,3,11,0,1
0,0,4343,8,11,0,1
0,0,4343,10,11,0,1
0,0,4348,1,10,0,1
0,0,4348,3,10,0,1
0,0,4348,8,10,0,1
0,0,4348,10,10,0,1
0,0,4352,1,9,0,1
0,0,4352,3,9,0,1
0,0,4352,8,9,0,1
0,0,4352,10,9,0,1
0,0,4357,1,8,0,1
0,0,4357,3,8,0,1
0,0,4357,8,8,0,1
0,0,4357,10,8,0,1
0,0,4362,1,7,0,1
0,0,4362,3,7,0,1
0,0,4362,8,7,0,1
0,0,4362,10,7,0,1
0,0,4366,1,6,0,1
0,0,4366,3,6,0,1
0,0,4366,8,6,0,1
0,0,4366,10,6,0,1
0,0,4371,1,5,0,1
0,0,4371,3,5,0,1
0,0,4371,8,5,0,1
0,0,4371,10,5,0,1
0,0,4375,1,4,0,1
0,0,4375,3,4,0,1
0,0,4375,8,4,0,1
0,0,4375,10,4,0,1
0,0,4380,1,3,0,1
0,0,4380,3,3,0,1
0,0,4380,8,3,0,1
0,0,4380,10,3,0,1
0,0,4385,1,4,0,1
0,0,4385,3,4,0,1
0,0,4385,8,4,0,1
0,0,4385,10,4,0,1
0,0,4389,1,5,0,1
0,0,4389,3,5,0,1
0,0,4389,8,5,0,1
0,0,4389,10,5,0,1
0,0,4394,1,6,0,1
0,0,4394,3,6,0,1
0,0,4394,8,6,0,1
0,0,4394,10,6,0,1
0,0,4398,1,7,0,1
0,0,4398,3,7,0,1
0,0,4398,8,7,0,1
0,0,4398,10,7,0,1
0,0,4403,1,8,0,1
0,0,4403,3,8,0,1
0,0,4403,8,8,0,1
0,0,4403,10,8,0,1
0,0,4408,1,9,0,1
0,0,4408,3,9,0,1
0,0,4408,8,9,0,1
0,0,4408,10,9,0,1
0,0,4412,1,10,0,1
0,0,4412,3,10,0,1
0,0,4412,8,10,0,1
0,0,4412,10,10,0,1
0,0,4417,1,11,0,1
0,0,4417,3,11,0,1
0,0,4417,8,11,0,1
0,0,4417,10,11,0,1
0,0,4422,1,12,0,1
0,0,4422,3,12,0,1
0,0,4422,8,12,0,1
0,0,4422,10,12,0,1
0,0,4426,1,13,0,1
0,0,4426,3,13,0,1
0,0,4426,8,13,0,1
0,0,4426,10,13,0,1
0,0,4431,1,14,0,1
0,0,4431,3,14,0,1
0,0,4431,8,14,0,1
0,0,4431,10,14,0,1
0,0,4435,1,15,0,1
0,0,4435,3,15,0,1
0,0,4435,8,15,0,1
0,0,4435,10,15,0,1
0,0,4440,1,16,0,1
0,0,4440,3,16,0,1
0,0,4440,8,16,0,1
0,0,4440,10,16,0,1
0,0,4445,1,17,0,1
0,0,4445,3,17,0,1
0,0,4445,8,17,0,1
0,0,4445,10,17,0,1
0,0,4449,1,18,0,1
0,0,4449,3,18,0,1
0,0,4449,8,18,0,1
0,0,4449,10,18,0,1
0,0,4454,1,19,0,1
0,0,4454,3,19,0,1
0,0,4454,8,19,0,1
0,0,4454,10,19,0,1
0,0,4458,1,20,0,1
0,0,4458,3,20,0,1
0,0,4458,8,20,0,1
0,0,4458,10,20,0,1
0,0,4463,1,21,0,1
0,0,4463,3,21,0,1
0,0,4463,8,21,0,1
0,0,4463,10,21,0,1
0,0,4468,1,22,0,1
0,0,4468,3,22,0,1
0,0,4468,8,22,0,1
0,0,4468,10,22,0,1
0,0,4472,1,23,0,1
0,0,4472,3,23,0,1
0,0,4472,8,23,0,1
0,0,4472,10,23,0,1
0,0,4477,1,24,0,1
0,0,4477,3,24,0,1
0,0,4477,8,24,0,1
0,0,4477,10,24,0,1
0,0,4482,1,25,0,1
0,0,4482,3,25,0,1
0,0,4482,8,25,0,1
0,0,4482,10,25,0,1
0,0,4486,1,26,0,1
0,0,4486,3,26,0,1
0,0,4486,8,26,0,1
0,0,4486,10,26,0,1
0,0,4491,1,27,0,1
0,0,4491,3,27,0,1
0,0,4491,8,27,0,1
0,0,4491,10,27,0,1
0,0,4495,1,28,0,1
0,0,4495,3,28,0,1
0,0,4495,8,28,0,1
0,0,4495,10,28,0,1
0,0,4500,1,29,0,1
0,0,4500,3,29,0,1
0,0,4500,8,29,0,1
0,0,4500,10,29,0,1
0,0,4505,1,28,0,1
0,0,4505,3,28,0,1
0,0,4505,8,28,0,1
0,0,4505,10,28,0,1
0,0,4509,1,27,0,1
0,0,4509,3,27,0,1
0,0,4509,8,27,0,1
0,0,4509,10,27,0,1
0,0,4514,1,26,0,1
0,0,4514,3,26,0,1
0,0,4514,8,26,0,1
0,0,4514,10,26,0,1
0,0,4518,1,25,0,1
0,0,4518,3,25,0,1
0,0,4518,8,25,0,1
0,0,4518,10,25,0,1
0,0,4523,1,24,0,1
0,0,4523,3,24,0,1
0,0,4523,8,24,0,1
0,0,4523,10,24,0,1
0,0,4528,1,23,0,1
0,0,4528,3,23,0,1
0,0,4528,8,23,0,1
0,0,4528,10,23,0,1
0,0,4532,1,22,0,1
0,0,4532,3,22,0,1
0,0,4532,8,22,0,1
0,0,4532,10,22,0,1
0,0,4537,1,21,0,1
0,0,4537,3,21,0,1
0,0,4537,8,21,0,1
0,0,4537,10,21,0,1
0,0,4542,1,20,0,1
0,0,4542,3,20,0,1
0,0,4542,8,20,0,1
0,0,4542,10,20,0,1
0,0,4546,1,19,0,1
0,0,4546,3,19,0,1
0,0,4546,8,19,0,1
0,0,4546,10,19,0,1
0,0,4551,1,18,0,1
0,0,4551,3,18,0,1
0,0,4551,8,18,0,1
0,0,4551,10,18,0,1
0,0,4555,1,17,0,1
0,0,4555,3,17,0,1
0,0,4555,8,17,0,1
0,0,4555,10,17,0,1
0,0,4560,1,16,0,1
0,0,4560,3,16,0,1
0,0,4560,8,16,0,1
0,0,4560,10,16,0,1
0,0,4565,1,15,0,1
0,0,4565,3,15,0,1
0,0,4565,8,15,0,1
0,0,4565,10,15,0,1
0,0,4569,1,14,0,1
0,0,4569,3,14,0,1
0,0,4569,8,14,0,1
0,0,4569,10,14,0,1
0,0,4574,1,13,0,1
0,0,4574,3,13,0,1
0,0,4574,8,13,0,1
0,0,4574,10,13,0,1
0,0,4578,1,12,0,1
0,0,4578,3,12,0,1
0,0,4578,8,12,0,1
0,0,4578,10,12,0,1
0,0,4583,1,11,0,1
0,0,4583,3,11,0,1
0,0,4583,8,11,0,1
0,0,4583,10,11,0,1
0,0,4588,1,10,0,1
0,0,4588,3,10,0,1
0,0,4588,8,10,0,1
0,0,4588,10,10,0,1
0,0,4592,1,9,0,1
0,0,4592,3,9,0,1
0,0,4592,8,9,0,1
0,0,4592,10,9,0,1
0,0,4597,1,8,0,1
0,0,4597,3,8,0,1
0,0,4597,8,8,0,1
0,0,4597,10,8,0,1
0,0,4602,1,7,0,1
0,0,4602,3,7,0,1
0,0,4602,8,7,0,1
0,0,4602,10,7,0,1
0,0,4606,1,6,0,1
0,0,4606,3,6,0,1
0,0,4606,8,6,0,1
0,0,4606,10,6,0,1
0,0,4611,1,5,0,1
0,0,4611,3,5,0,1
0,0,4611,8,5,0,1
0,0,4611,10,5,0,1
0,0,4615,1,4,0,1
0,0,4615,3,4,0,1
0,0,4615,8,4,0,1
0,0,4615,10,4,0,1
0,0,4620,1,3,0,1
0,0,4620,3,3,0,1
0,0,4620,8,3,0,1
0,0,4620,10,3,0,1
0,0,4625,1,4,0,1
0,0,4625,3,4,0,1
0,0,4625,8,4,0,1
0,0,4625,10,4,0,1
0,0,4629,1,5,0,1
0,0,4629,3,5,0,1
0,0,4629,8,5,0,1
0,0,4629,10,5,0,1
0,0,4634,1,6,0,1
0,0,4634,3,6,0,1
0,0,4634,8,6,0,1
0,0,4634,10,6,0,1
0,0,4638,1,7,0,1
0,0,4638,3,7,0,1
0,0,4638,8,7,0,1
0,0,4638,10,7,0,1
0,0,4643,1,8,0,1
0,0,4643,3,8,0,1
0,0,4643,8,8,0,1
0,0,4643,10,8,0,1
0,0,4648,1,9,0,1
0,0,4648,3,9,0,1
0,0,4648,8,9,0,1
0,0,4648,10,9,0,1
0,0,4652,1,10,0,1
0,0,4652,3,10,0,1
0,0,4652,8,10,0,1
0,0,4652,10,10,0,1
0,0,4657,1,11,0,1
0,0,4657,3,11,0,1
0,0,4657,8,11,0,1
0,0,4657,10,11,0,1
0,0,4662,1,12,0,1
0,0,4662,3,12,0,1
0,0,4662,8,12,0,1
0,0,4662,10,12,0,1
0,0,4666,1,13,0,1
0,0,4666,3,13,0,1
0,0,4666,8,13,0,1
0,0,4666,10,13,0,1
0,0,4671,1,14,0,1
0,0,4671,3,14,0,1
0,0,4671,8,14,0,1
0,0,4671,10,14,0,1
0,0,4675,1,15,0,1
0,0,4675,3,15,0,1
0,0,4675,8,15,0,1
0,0,4675,10,15,0,1
0,0,4680,1,16,0,1
0,0,4680,3,16,0,1
0,0,4680,8,16,0,1
0,0,4680,10,16,0,1
0,0,4685,1,17,0,1
0,0,4685,3,17,0,1
0,0,4685,8,17,0,1
0,0,4685,10,17,0,1
0,0,4689,1,18,0,1
0,0,4689,3,18,0,1
0,0,4689,8,18,0,1
0,0,4689,10,18,0,1
0,0,4694,1,19,0,1
0,0,4694,3,19,0,1
0,0,4694,8,19,0,1
0,0,4694,10,19,0,1
0,0,4698,1,20,0,1
0,0,4698,3,20,0,1
0,0,4698,8,20,0,1
0,0,4698,10,20,0,1
0,0,4703,1,21,0,1
0,0,4703,3,21,0,1
0,0,4703,8,21,0,1
0,0,4703,10,21,0,1
0,0,4708,1,22,0,1
0,0,4708,3,22,0,1
0,0,4708,8,22,0,1
0,0,4708,10,22,0,1
0,0,4712,1,23,0,1
0,0,4712,3,23,0,1
0,0,4712,8,23,0,1
0,0,4712,10,23,0,1
0,0,4717,1,24,0,1
0,0,4717,3,24,0,1
0,0,4717,8,24,0,1
0,0,4717,10,24,0,1
0,0,4722,1,25,0,1
0,0,4722,3,25,0,1
0,0,4722,8,25,0,1
0,0,4722,10,25,0,1
0,0,4726,1,26,0,1
0,0,4726,3,26,0,1
0,0,4726,8,26,0,1
0,0,4726,10,26,0,1
0,0,4731,1,27,0,1
0,0,4731,3,27,0,1
0,0,4731,8,27,0,1
0,0,4731,10,27,0,1
0,0,4735,1,28,0,1
0,0,4735,3,28,0,1
0,0,4735,8,28,0,1
0,0,4735,10,28,0,1
0,0,4740,1,29,0,1
0,0,4740,3,29,0,1
0,0,4740,8,29,0,1
0,0,4740,10,29,0,1
0,0,4745,1,28,0,1
0,0,4745,3,28,0,1
0,0,4745,8,28,0,1
0,0,4745,10,28,0,1
0,0,4749,1,27,0,1
0,0,4749,3,27,0,1
0,0,4749,8,27,0,1
0,0,4749,10,27,0,1
0,0,4754,1,26,0,1
0,0,4754,3,26,0,1
0,0,4754,8,26,0,1
0,0,4754,10,26,0,1
0,0,4758,1,25,0,1
0,0,4758,3,25,0,1
0,0,4758,8,25,0,1
0,0,4758,10,25,0,1
0,0,4763,1,24,0,1
0,0,4763,3,24,0,1
0,0,4763,8,24,0,1
0,0,4763,10,24,0,1
0,0,4768,1,23,0,1
0,0,4768,3,23,0,1
0,0,4768,8,23,0,1
0,0,4768,10,23,0,1
0,0,4772,1,22,0,1
0,0,4772,3,22,0,1
0,0,4772,8,22,0,1
0,0,4772,10,22,0,1
0,0,4777,1,21,0,1
0,0,4777,3,21,0,1
0,0,4777,8,21,0,1
0,0,4777,10,21,0,1
0,0,4782,1,20,0,1
0,0,4782,3,20,0,1
0,0,4782,8,20,0,1
0,0,4782,10,20,0,1
0,0,4786,1,19,0,1
0,0,4786,3,19,0,1
0,0,4786,8,19,0,1
0,0,4786,10,19,0,1
0,0,4791,1,18,0,1
0,0,4791,3,18,0,1
0,0,4791,8,18,0,1
0,0,4791,10,18,0,1
0,0,4795,1,17,0,1
0,0,4795,3,17,0,1
0,0,4795,8,17,0,1
0,0,4795,10,17,0,1
0,0,4800,1,16,0,1
0,0,4800,3,16,0,1
0,0,4800,8,16,0,1
0,0,4800,10,16,0,1
0,0,4805,1,15,0,1
0,0,4805,3,15,0,1
0,0,4805,8,15,0,1
0,0,4805,10,15,0,1
0,0,4809,1,14,0,1
0,0,4809,3,14,0,1
0,0,4809,8,14,0,1
0,0,4809,10,14,0,1
0,0,4814,1,13,0,1
0,0,4814,3,13,0,1
0,0,4814,8,13,0,1
0,0,4814,10,13,0,1
0,0,4818,1,12,0,1
0,0,4818,3,12,0,1
0,0,4818,8,12,0,1
0,0,4818,10,12,0,1
0,0,4823,1,11,0,1
0,0,4823,3,11,0,1
0,0,4823,8,11,0,1
0,0,4823,10,11,0,1
0,0,4828,1,10,0,1
0,0,4828,3,10,0,1
0,0,4828,8,10,0,1
0,0,4828,10,10,0,1
0,0,4832,1,9,0,1
0,0,4832,3,9,0,1
0,0,4832,8,9,0,1
0,0,4832,10,9,0,1
0,0,4837,1,8,0,1
0,0,4837,3,8,0,1
0,0,4837,8,8,0,1
