date(dd-mm-yyy),time(hh:mm:ss),channel(1-40),intensity(%),interval(sec.)
1-1-2000,2:1:38,23,8,0
1-1-2000,2:1:38,33,8,0
1-1-2000,2:1:38,8,8,0
1-1-2000,2:1:38,18,8,0
1-1-2000,2:1:38,28,8,0
1-1-2000,2:1:38,38,8,0
1-1-2000,2:1:38,10,8,0
1-1-2000,2:1:38,20,8,0
1-1-2000,2:1:38,30,8,0
1-1-2000,2:1:38,40,8,0
1-1-2000,2:1:43,1,7,0
1-1-2000,2:1:43,11,7,0
1-1-2000,2:1:43,21,7,0
1-1-2000,2:1:43,31,7,0
1-1-2000,2:1:43,3,7,0
1-1-2000,2:1:43,13,7,0
1-1-2000,2:1:43,23,7,0
1-1-2000,2:1:43,33,7,0
1-1-2000,2:1:43,8,7,0
1-1-2000,2:1:43,18,7,0
1-1-2000,2:1:43,28,7,0
1-1-2000,2:1:43,38,7,0
1-1-2000,2:1:43,10,7,0
1-1-2000,2:1:43,20,7,0
1-1-2000,2:1:43,30,7,0
1-1-2000,2:1:43,40,7,0
1-1-2000,2:1:47,1,6,0
1-1-2000,2:1:47,11,6,0
1-1-2000,2:1:47,21,6,0
1-1-2000,2:1:47,31,6,0
1-1-2000,2:1:47,3,6,0
1-1-2000,2:1:47,13,6,0
1-1-2000,2:1:47,23,6,0
1-1-2000,2:1:47,33,6,0
1-1-2000,2:1:47,8,6,0
1-1-2000,2:1:47,18,6,0
1-1-2000,2:1:47,28,6,0
1-1-2000,2:1:47,38,6,0
1-1-2000,2:1:47,10,6,0
1-1-2000,2:1:47,20,6,0
1-1-2000,2:1:47,30,6,0
1-1-2000,2:1:47,40,6,0
1-1-2000,2:1:52,1,5,0
1-1-2000,2:1:52,11,5,0
1-1-2000,2:1:52,21,5,0
1-1-2000,2:1:52,31,5,0
1-1-2000,2:1:52,3,5,0
1-1-2000,2:1:52,13,5,0
1-1-2000,2:1:52,23,5,0
1-1-2000,2:1:52,33,5,0
1-1-2000,2:1:52,8,5,0
1-1-2000,2:1:52,18,5,0
1-1-2000,2:1:52,28,5,0
1-1-2000,2:1:52,38,5,0
1-1-2000,2:1:52,10,5,0
1-1-2000,2:1:52,20,5,0
1-1-2000,2:1:52,30,5,0
1-1-2000,2:1:52,40,5,0
1-1-2000,2:1:56,1,4,0
1-1-2000,2:1:56,11,4,0
1-1-2000,2:1:56,21,4,0
1-1-2000,2:1:56,31,4,0
1-1-2000,2:1:56,3,4,0
1-1-2000,2:1:56,13,4,0
1-1-2000,2:1:56,23,4,0
1-1-2000,2:1:56,33,4,0
1-1-2000,2:1:56,8,4,0
1-1-2000,2:1:56,18,4,0
1-1-2000,2:1:56,28,4,0
1-1-2000,2:1:56,38,4,0
1-1-2000,2:1:56,10,4,0
1-1-2000,2:1:56,20,4,0
1-1-2000,2:1:56,30,4,0
1-1-2000,2:1:56,40,4,0
1-1-2000,2:2:1,1,3,0
1-1-2000,2:2:1,11,3,0
1-1-2000,2:2:1,21,3,0
1-1-2000,2:2:1,31,3,0
1-1-2000,2:2:1,3,3,0
1-1-2000,2:2:1,13,3,0
1-1-2000,2:2:1,23,3,0
1-1-2000,2:2:1,33,3,0
1-1-2000,2:2:1,8,3,0
1-1-2000,2:2:1,18,3,0
1-1-2000,2:2:1,28,3,0
1-1-2000,2:2:1,38,3,0
1-1-2000,2:2:1,10,3,0
1-1-2000,2:2:1,20,3,0
1-1-2000,2:2:1,30,3,0
1-1-2000,2:2:1,40,3,0
1-1-2000,2:2:6,1,4,0
1-1-2000,2:2:6,11,4,0
1-1-2000,2:2:6,21,4,0
1-1-2000,2:2:6,31,4,0
1-1-2000,2:2:6,3,4,0
1-1-2000,2:2:6,13,4,0
1-1-2000,2:2:6,23,4,0
1-1-2000,2:2:6,33,4,0
1-1-2000,2:2:6,8,4,0
1-1-2000,2:2:6,18,4,0
1-1-2000,2:2:6,28,4,0
1-1-2000,2:2:6,38,4,0
1-1-2000,2:2:6,10,4,0
1-1-2000,2:2:6,20,4,0
1-1-2000,2:2:6,30,4,0
1-1-2000,2:2:6,40,4,0
1-1-2000,2:2:10,1,5,0
1-1-2000,2:2:10,11,5,0
1-1-2000,2:2:10,21,5,0
1-1-2000,2:2:10,31,5,0
1-1-2000,2:2:10,3,5,0
1-1-2000,2:2:10,13,5,0
1-1-2000,2:2:10,23,5,0
1-1-2000,2:2:10,33,5,0
1-1-2000,2:2:10,8,5,0
1-1-2000,2:2:10,18,5,0
1-1-2000,2:2:10,28,5,0
1-1-2000,2:2:10,38,5,0
1-1-2000,2:2:10,10,5,0
1-1-2000,2:2:10,20,5,0
1-1-2000,2:2:10,30,5,0
1-1-2000,2:2:10,40,5,0
1-1-2000,2:2:15,1,6,0
1-1-2000,2:2:15,11,6,0
1-1-2000,2:2:15,21,6,0
1-1-2000,2:2:15,31,6,0
1-1-2000,2:2:15,3,6,0
1-1-2000,2:2:15,13,6,0
1-1-2000,2:2:15,23,6,0
1-1-2000,2:2:15,33,6,0
1-1-2000,2:2:15,8,6,0
1-1-2000,2:2:15,18,6,0
1-1-2000,2:2:15,28,6,0
1-1-2000,2:2:15,38,6,0
1-1-2000,2:2:15,10,6,0
1-1-2000,2:2:15,20,6,0
1-1-2000,2:2:15,30,6,0
1-1-2000,2:2:15,40,6,0
1-1-2000,2:2:19,1,7,0
1-1-2000,2:2:19,11,7,0
1-1-2000,2:2:19,21,7,0
1-1-2000,2:2:19,31,7,0
1-1-2000,2:2:19,3,7,0
1-1-2000,2:2:19,13,7,0
1-1-2000,2:2:19,23,7,0
1-1-2000,2:2:19,33,7,0
1-1-2000,2:2:19,8,7,0
1-1-2000,2:2:19,18,7,0
1-1-2000,2:2:19,28,7,0
1-1-2000,2:2:19,38,7,0
1-1-2000,2:2:19,10,7,0
1-1-2000,2:2:19,20,7,0
1-1-2000,2:2:19,30,7,0
1-1-2000,2:2:19,40,7,0
1-1-2000,2:2:24,1,8,0
1-1-2000,2:2:24,11,8,0
1-1-2000,2:2:24,21,8,0
1-1-2000,2:2:24,31,8,0
1-1-2000,2:2:24,3,8,0
1-1-2000,2:2:24,13,8,0
1-1-2000,2:2:24,23,8,0
1-1-2000,2:2:24,33,8,0
1-1-2000,2:2:24,8,8,0
1-1-2000,2:2:24,18,8,0
1-1-2000,2:2:24,28,8,0
1-1-2000,2:2:24,38,8,0
1-1-2000,2:2:24,10,8,0
1-1-2000,2:2:24,20,8,0
1-1-2000,2:2:24,30,8,0
1-1-2000,2:2:24,40,8,0
1-1-2000,2:2:29,1,9,0
1-1-2000,2:2:29,11,9,0
1-1-2000,2:2:29,21,9,0
1-1-2000,2:2:29,31,9,0
1-1-2000,2:2:29,3,9,0
1-1-2000,2:2:29,13,9,0
1-1-2000,2:2:29,23,9,0
1-1-2000,2:2:29,33,9,0
1-1-2000,2:2:29,8,9,0
1-1-2000,2:2:29,18,9,0
1-1-2000,2:2:29,28,9,0
1-1-2000,2:2:29,38,9,0
1-1-2000,2:2:29,10,9,0
1-1-2000,2:2:29,20,9,0
1-1-2000,2:2:29,30,9,0
1-1-2000,2:2:29,40,9,0
1-1-2000,2:2:33,1,10,0
1-1-2000,2:2:33,11,10,0
1-1-2000,2:2:33,21,10,0
1-1-2000,2:2:33,31,10,0
1-1-2000,2:2:33,3,10,0
1-1-2000,2:2:33,13,10,0
1-1-2000,2:2:33,23,10,0
1-1-2000,2:2:33,33,10,0
1-1-2000,2:2:33,8,10,0
1-1-2000,2:2:33,18,10,0
1-1-2000,2:2:33,28,10,0
1-1-2000,2:2:33,38,10,0
1-1-2000,2:2:33,10,10,0
1-1-2000,2:2:33,20,10,0
1-1-2000,2:2:33,30,10,0
1-1-2000,2:2:33,40,10,0
1-1-2000,2:2:38,1,11,0
1-1-2000,2:2:38,11,11,0
1-1-2000,2:2:38,21,11,0
1-1-2000,2:2:38,31,11,0
1-1-2000,2:2:38,3,11,0
1-1-2000,2:2:38,13,11,0
1-1-2000,2:2:38,23,11,0
1-1-2000,2:2:38,33,11,0
1-1-2000,2:2:38,8,11,0
1-1-2000,2:2:38,18,11,0
1-1-2000,2:2:38,28,11,0
1-1-2000,2:2:38,38,11,0
1-1-2000,2:2:38,10,11,0
1-1-2000,2:2:38,20,11,0
1-1-2000,2:2:38,30,11,0
1-1-2000,2:2:38,40,11,0
1-1-2000,2:2:43,1,12,0
1-1-2000,2:2:43,11,12,0
1-1-2000,2:2:43,21,12,0
1-1-2000,2:2:43,31,12,0
1-1-2000,2:2:43,3,12,0
1-1-2000,2:2:43,13,12,0
1-1-2000,2:2:43,23,12,0
1-1-2000,2:2:43,33,12,0
1-1-2000,2:2:43,8,12,0
1-1-2000,2:2:43,18,12,0
1-1-2000,2:2:43,28,12,0
1-1-2000,2:2:43,38,12,0
1-1-2000,2:2:43,10,12,0
1-1-2000,2:2:43,20,12,0
1-1-2000,2:2:43,30,12,0
1-1-2000,2:2:43,40,12,0
1-1-2000,2:2:47,1,13,0
1-1-2000,2:2:47,11,13,0
1-1-2000,2:2:47,21,13,0
1-1-2000,2:2:47,31,13,0
1-1-2000,2:2:47,3,13,0
1-1-2000,2:2:47,13,13,0
1-1-2000,2:2:47,23,13,0
1-1-2000,2:2:47,33,13,0
1-1-2000,2:2:47,8,13,0
1-1-2000,2:2:47,18,13,0
1-1-2000,2:2:47,28,13,0
1-1-2000,2:2:47,38,13,0
1-1-2000,2:2:47,10,13,0
1-1-2000,2:2:47,20,13,0
1-1-2000,2:2:47,30,13,0
1-1-2000,2:2:47,40,13,0
1-1-2000,2:2:52,1,14,0
1-1-2000,2:2:52,11,14,0
1-1-2000,2:2:52,21,14,0
1-1-2000,2:2:52,31,14,0
1-1-2000,2:2:52,3,14,0
1-1-2000,2:2:52,13,14,0
1-1-2000,2:2:52,23,14,0
1-1-2000,2:2:52,33,14,0
1-1-2000,2:2:52,8,14,0
1-1-2000,2:2:52,18,14,0
1-1-2000,2:2:52,28,14,0
1-1-2000,2:2:52,38,14,0
1-1-2000,2:2:52,10,14,0
1-1-2000,2:2:52,20,14,0
1-1-2000,2:2:52,30,14,0
1-1-2000,2:2:52,40,14,0
1-1-2000,2:2:56,1,15,0
1-1-2000,2:2:56,11,15,0
1-1-2000,2:2:56,21,15,0
1-1-2000,2:2:56,31,15,0
1-1-2000,2:2:56,3,15,0
1-1-2000,2:2:56,13,15,0
1-1-2000,2:2:56,23,15,0
1-1-2000,2:2:56,33,15,0
1-1-2000,2:2:56,8,15,0
1-1-2000,2:2:56,18,15,0
1-1-2000,2:2:56,28,15,0
1-1-2000,2:2:56,38,15,0
1-1-2000,2:2:56,10,15,0
1-1-2000,2:2:56,20,15,0
1-1-2000,2:2:56,30,15,0
1-1-2000,2:2:56,40,15,0
1-1-2000,2:3:1,1,16,0
1-1-2000,2:3:1,11,16,0
1-1-2000,2:3:1,21,16,0
1-1-2000,2:3:1,31,16,0
1-1-2000,2:3:1,3,16,0
1-1-2000,2:3:1,13,16,0
1-1-2000,2:3:1,23,16,0
1-1-2000,2:3:1,33,16,0
1-1-2000,2:3:1,8,16,0
1-1-2000,2:3:1,18,16,0
1-1-2000,2:3:1,28,16,0
1-1-2000,2:3:1,38,16,0
1-1-2000,2:3:1,10,16,0
1-1-2000,2:3:1,20,16,0
1-1-2000,2:3:1,30,16,0
1-1-2000,2:3:1,40,16,0
1-1-2000,2:3:6,1,17,0
1-1-2000,2:3:6,11,17,0
1-1-2000,2:3:6,21,17,0
1-1-2000,2:3:6,31,17,0
1-1-2000,2:3:6,3,17,0
1-1-2000,2:3:6,13,17,0
1-1-2000,2:3:6,23,17,0
1-1-2000,2:3:6,33,17,0
1-1-2000,2:3:6,8,17,0
1-1-2000,2:3:6,18,17,0
1-1-2000,2:3:6,28,17,0
1-1-2000,2:3:6,38,17,0
1-1-2000,2:3:6,10,17,0
1-1-2000,2:3:6,20,17,0
1-1-2000,2:3:6,30,17,0
1-1-2000,2:3:6,40,17,0
1-1-2000,2:3:10,1,18,0
1-1-2000,2:3:10,11,18,0
1-1-2000,2:3:10,21,18,0
1-1-2000,2:3:10,31,18,0
1-1-2000,2:3:10,3,18,0
1-1-2000,2:3:10,13,18,0
1-1-2000,2:3:10,23,18,0
1-1-2000,2:3:10,33,18,0
1-1-2000,2:3:10,8,18,0
1-1-2000,2:3:10,18,18,0
1-1-2000,2:3:10,28,18,0
1-1-2000,2:3:10,38,18,0
1-1-2000,2:3:10,10,18,0
1-1-2000,2:3:10,20,18,0
1-1-2000,2:3:10,30,18,0
1-1-2000,2:3:10,40,18,0
1-1-2000,2:3:15,1,19,0
1-1-2000,2:3:15,11,19,0
1-1-2000,2:3:15,21,19,0
1-1-2000,2:3:15,31,19,0
1-1-2000,2:3:15,3,19,0
1-1-2000,2:3:15,13,19,0
1-1-2000,2:3:15,23,19,0
1-1-2000,2:3:15,33,19,0
1-1-2000,2:3:15,8,19,0
1-1-2000,2:3:15,18,19,0
1-1-2000,2:3:15,28,19,0
1-1-2000,2:3:15,38,19,0
1-1-2000,2:3:15,10,19,0
1-1-2000,2:3:15,20,19,0
1-1-2000,2:3:15,30,19,0
1-1-2000,2:3:15,40,19,0
1-1-2000,2:3:19,1,20,0
1-1-2000,2:3:19,11,20,0
1-1-2000,2:3:19,21,20,0
1-1-2000,2:3:19,31,20,0
1-1-2000,2:3:19,3,20,0
1-1-2000,2:3:19,13,20,0
1-1-2000,2:3:19,23,20,0
1-1-2000,2:3:19,33,20,0
1-1-2000,2:3:19,8,20,0
1-1-2000,2:3:19,18,20,0
1-1-2000,2:3:19,28,20,0
1-1-2000,2:3:19,38,20,0
1-1-2000,2:3:19,10,20,0
1-1-2000,2:3:19,20,20,0
1-1-2000,2:3:19,30,20,0
1-1-2000,2:3:19,40,20,0
1-1-2000,2:3:24,1,21,0
1-1-2000,2:3:24,11,21,0
1-1-2000,2:3:24,21,21,0
1-1-2000,2:3:24,31,21,0
1-1-2000,2:3:24,3,21,0
1-1-2000,2:3:24,13,21,0
1-1-2000,2:3:24,23,21,0
1-1-2000,2:3:24,33,21,0
1-1-2000,2:3:24,8,21,0
1-1-2000,2:3:24,18,21,0
1-1-2000,2:3:24,28,21,0
1-1-2000,2:3:24,38,21,0
1-1-2000,2:3:24,10,21,0
1-1-2000,2:3:24,20,21,0
1-1-2000,2:3:24,30,21,0
1-1-2000,2:3:24,40,21,0
1-1-2000,2:3:29,1,22,0
1-1-2000,2:3:29,11,22,0
1-1-2000,2:3:29,21,22,0
1-1-2000,2:3:29,31,22,0
1-1-2000,2:3:29,3,22,0
1-1-2000,2:3:29,13,22,0
1-1-2000,2:3:29,23,22,0
1-1-2000,2:3:29,33,22,0
1-1-2000,2:3:29,8,22,0
1-1-2000,2:3:29,18,22,0
1-1-2000,2:3:29,28,22,0
1-1-2000,2:3:29,38,22,0
1-1-2000,2:3:29,10,22,0
1-1-2000,2:3:29,20,22,0
1-1-2000,2:3:29,30,22,0
1-1-2000,2:3:29,40,22,0
1-1-2000,2:3:33,1,23,0
1-1-2000,2:3:33,11,23,0
1-1-2000,2:3:33,21,23,0
1-1-2000,2:3:33,31,23,0
1-1-2000,2:3:33,3,23,0
1-1-2000,2:3:33,13,23,0
1-1-2000,2:3:33,23,23,0
1-1-2000,2:3:33,33,23,0
1-1-2000,2:3:33,8,23,0
1-1-2000,2:3:33,18,23,0
1-1-2000,2:3:33,28,23,0
1-1-2000,2:3:33,38,23,0
1-1-2000,2:3:33,10,23,0
1-1-2000,2:3:33,20,23,0
1-1-2000,2:3:33,30,23,0
1-1-2000,2:3:33,40,23,0
1-1-2000,2:3:38,1,24,0
1-1-2000,2:3:38,11,24,0
1-1-2000,2:3:38,21,24,0
1-1-2000,2:3:38,31,24,0
1-1-2000,2:3:38,3,24,0
1-1-2000,2:3:38,13,24,0
1-1-2000,2:3:38,23,24,0
1-1-2000,2:3:38,33,24,0
1-1-2000,2:3:38,8,24,0
1-1-2000,2:3:38,18,24,0
1-1-2000,2:3:38,28,24,0
1-1-2000,2:3:38,38,24,0
1-1-2000,2:3:38,10,24,0
1-1-2000,2:3:38,20,24,0
1-1-2000,2:3:38,30,24,0
1-1-2000,2:3:38,40,24,0
1-1-2000,2:3:43,1,25,0
1-1-2000,2:3:43,11,25,0
1-1-2000,2:3:43,21,25,0
1-1-2000,2:3:43,31,25,0
1-1-2000,2:3:43,3,25,0
1-1-2000,2:3:43,13,25,0
1-1-2000,2:3:43,23,25,0
1-1-2000,2:3:43,33,25,0
1-1-2000,2:3:43,8,25,0
1-1-2000,2:3:43,18,25,0
1-1-2000,2:3:43,28,25,0
1-1-2000,2:3:43,38,25,0
1-1-2000,2:3:43,10,25,0
1-1-2000,2:3:43,20,25,0
1-1-2000,2:3:43,30,25,0
1-1-2000,2:3:43,40,25,0
1-1-2000,2:3:47,1,26,0
1-1-2000,2:3:47,11,26,0
1-1-2000,2:3:47,21,26,0
1-1-2000,2:3:47,31,26,0
1-1-2000,2:3:47,3,26,0
1-1-2000,2:3:47,13,26,0
1-1-2000,2:3:47,23,26,0
1-1-2000,2:3:47,33,26,0
1-1-2000,2:3:47,8,26,0
1-1-2000,2:3:47,18,26,0
1-1-2000,2:3:47,28,26,0
1-1-2000,2:3:47,38,26,0
1-1-2000,2:3:47,10,26,0
1-1-2000,2:3:47,20,26,0
1-1-2000,2:3:47,30,26,0
1-1-2000,2:3:47,40,26,0
1-1-2000,2:3:52,1,27,0
1-1-2000,2:3:52,11,27,0
1-1-2000,2:3:52,21,27,0
1-1-2000,2:3:52,31,27,0
1-1-2000,2:3:52,3,27,0
1-1-2000,2:3:52,13,27,0
1-1-2000,2:3:52,23,27,0
1-1-2000,2:3:52,33,27,0
1-1-2000,2:3:52,8,27,0
1-1-2000,2:3:52,18,27,0
1-1-2000,2:3:52,28,27,0
1-1-2000,2:3:52,38,27,0
1-1-2000,2:3:52,10,27,0
1-1-2000,2:3:52,20,27,0
1-1-2000,2:3:52,30,27,0
1-1-2000,2:3:52,40,27,0
1-1-2000,2:3:56,1,28,0
1-1-2000,2:3:56,11,28,0
1-1-2000,2:3:56,21,28,0
1-1-2000,2:3:56,31,28,0
1-1-2000,2:3:56,3,28,0
1-1-2000,2:3:56,13,28,0
1-1-2000,2:3:56,23,28,0
1-1-2000,2:3:56,33,28,0
1-1-2000,2:3:56,8,28,0
1-1-2000,2:3:56,18,28,0
1-1-2000,2:3:56,28,28,0
1-1-2000,2:3:56,38,28,0
1-1-2000,2:3:56,10,28,0
1-1-2000,2:3:56,20,28,0
1-1-2000,2:3:56,30,28,0
1-1-2000,2:3:56,40,28,0
1-1-2000,2:4:1,1,29,0
1-1-2000,2:4:1,11,29,0
1-1-2000,2:4:1,21,29,0
1-1-2000,2:4:1,31,29,0
1-1-2000,2:4:1,3,29,0
1-1-2000,2:4:1,13,29,0
1-1-2000,2:4:1,23,29,0
1-1-2000,2:4:1,33,29,0
1-1-2000,2:4:1,8,29,0
1-1-2000,2:4:1,18,29,0
1-1-2000,2:4:1,28,29,0
1-1-2000,2:4:1,38,29,0
1-1-2000,2:4:1,10,29,0
1-1-2000,2:4:1,20,29,0
1-1-2000,2:4:1,30,29,0
1-1-2000,2:4:1,40,29,0
1-1-2000,2:4:6,1,28,0
1-1-2000,2:4:6,11,28,0
1-1-2000,2:4:6,21,28,0
1-1-2000,2:4:6,31,28,0
1-1-2000,2:4:6,3,28,0
1-1-2000,2:4:6,13,28,0
1-1-2000,2:4:6,23,28,0
1-1-2000,2:4:6,33,28,0
1-1-2000,2:4:6,8,28,0
1-1-2000,2:4:6,18,28,0
1-1-2000,2:4:6,28,28,0
1-1-2000,2:4:6,38,28,0
1-1-2000,2:4:6,10,28,0
1-1-2000,2:4:6,20,28,0
1-1-2000,2:4:6,30,28,0
1-1-2000,2:4:6,40,28,0
1-1-2000,2:4:10,1,27,0
1-1-2000,2:4:10,11,27,0
1-1-2000,2:4:10,21,27,0
1-1-2000,2:4:10,31,27,0
1-1-2000,2:4:10,3,27,0
1-1-2000,2:4:10,13,27,0
1-1-2000,2:4:10,23,27,0
1-1-2000,2:4:10,33,27,0
1-1-2000,2:4:10,8,27,0
1-1-2000,2:4:10,18,27,0
1-1-2000,2:4:10,28,27,0
1-1-2000,2:4:10,38,27,0
1-1-2000,2:4:10,10,27,0
1-1-2000,2:4:10,20,27,0
1-1-2000,2:4:10,30,27,0
1-1-2000,2:4:10,40,27,0
1-1-2000,2:4:15,1,26,0
1-1-2000,2:4:15,11,26,0
1-1-2000,2:4:15,21,26,0
1-1-2000,2:4:15,31,26,0
1-1-2000,2:4:15,3,26,0
1-1-2000,2:4:15,13,26,0
1-1-2000,2:4:15,23,26,0
1-1-2000,2:4:15,33,26,0
1-1-2000,2:4:15,8,26,0
1-1-2000,2:4:15,18,26,0
1-1-2000,2:4:15,28,26,0
1-1-2000,2:4:15,38,26,0
1-1-2000,2:4:15,10,26,0
1-1-2000,2:4:15,20,26,0
1-1-2000,2:4:15,30,26,0
1-1-2000,2:4:15,40,26,0
1-1-2000,2:4:19,1,25,0
1-1-2000,2:4:19,11,25,0
1-1-2000,2:4:19,21,25,0
1-1-2000,2:4:19,31,25,0
1-1-2000,2:4:19,3,25,0
1-1-2000,2:4:19,13,25,0
1-1-2000,2:4:19,23,25,0
1-1-2000,2:4:19,33,25,0
1-1-2000,2:4:19,8,25,0
1-1-2000,2:4:19,18,25,0
1-1-2000,2:4:19,28,25,0
1-1-2000,2:4:19,38,25,0
1-1-2000,2:4:19,10,25,0
1-1-2000,2:4:19,20,25,0
1-1-2000,2:4:19,30,25,0
1-1-2000,2:4:19,40,25,0
1-1-2000,2:4:24,1,24,0
1-1-2000,2:4:24,11,24,0
1-1-2000,2:4:24,21,24,0
1-1-2000,2:4:24,31,24,0
1-1-2000,2:4:24,3,24,0
1-1-2000,2:4:24,13,24,0
1-1-2000,2:4:24,23,24,0
1-1-2000,2:4:24,33,24,0
1-1-2000,2:4:24,8,24,0
1-1-2000,2:4:24,18,24,0
1-1-2000,2:4:24,28,24,0
1-1-2000,2:4:24,38,24,0
1-1-2000,2:4:24,10,24,0
1-1-2000,2:4:24,20,24,0
1-1-2000,2:4:24,30,24,0
1-1-2000,2:4:24,40,24,0
1-1-2000,2:4:29,1,23,0
1-1-2000,2:4:29,11,23,0
1-1-2000,2:4:29,21,23,0
1-1-2000,2:4:29,31,23,0
1-1-2000,2:4:29,3,23,0
1-1-2000,2:4:29,13,23,0
1-1-2000,2:4:29,23,23,0
1-1-2000,2:4:29,33,23,0
1-1-2000,2:4:29,8,23,0
1-1-2000,2:4:29,18,23,0
1-1-2000,2:4:29,28,23,0
1-1-2000,2:4:29,38,23,0
1-1-2000,2:4:29,10,23,0
1-1-2000,2:4:29,20,23,0
1-1-2000,2:4:29,30,23,0
1-1-2000,2:4:29,40,23,0
1-1-2000,2:4:33,1,22,0
1-1-2000,2:4:33,11,22,0
1-1-2000,2:4:33,21,22,0
1-1-2000,2:4:33,31,22,0
1-1-2000,2:4:33,3,22,0
1-1-2000,2:4:33,13,22,0
1-1-2000,2:4:33,23,22,0
1-1-2000,2:4:33,33,22,0
1-1-2000,2:4:33,8,22,0
1-1-2000,2:4:33,18,22,0
1-1-2000,2:4:33,28,22,0
1-1-2000,2:4:33,38,22,0
1-1-2000,2:4:33,10,22,0
1-1-2000,2:4:33,20,22,0
1-1-2000,2:4:33,30,22,0
1-1-2000,2:4:33,40,22,0
1-1-2000,2:4:38,1,21,0
1-1-2000,2:4:38,11,21,0
1-1-2000,2:4:38,21,21,0
1-1-2000,2:4:38,31,21,0
1-1-2000,2:4:38,3,21,0
1-1-2000,2:4:38,13,21,0
1-1-2000,2:4:38,23,21,0
1-1-2000,2:4:38,33,21,0
1-1-2000,2:4:38,8,21,0
1-1-2000,2:4:38,18,21,0
1-1-2000,2:4:38,28,21,0
1-1-2000,2:4:38,38,21,0
1-1-2000,2:4:38,10,21,0
1-1-2000,2:4:38,20,21,0
1-1-2000,2:4:38,30,21,0
1-1-2000,2:4:38,40,21,0
1-1-2000,2:4:43,1,20,0
1-1-2000,2:4:43,11,20,0
1-1-2000,2:4:43,21,20,0
1-1-2000,2:4:43,31,20,0
1-1-2000,2:4:43,3,20,0
1-1-2000,2:4:43,13,20,0
1-1-2000,2:4:43,23,20,0
1-1-2000,2:4:43,33,20,0
1-1-2000,2:4:43,8,20,0
1-1-2000,2:4:43,18,20,0
1-1-2000,2:4:43,28,20,0
1-1-2000,2:4:43,38,20,0
1-1-2000,2:4:43,10,20,0
1-1-2000,2:4:43,20,20,0
1-1-2000,2:4:43,30,20,0
1-1-2000,2:4:43,40,20,0
1-1-2000,2:4:47,1,19,0
1-1-2000,2:4:47,11,19,0
1-1-2000,2:4:47,21,19,0
1-1-2000,2:4:47,31,19,0
1-1-2000,2:4:47,3,19,0
1-1-2000,2:4:47,13,19,0
1-1-2000,2:4:47,23,19,0
1-1-2000,2:4:47,33,19,0
1-1-2000,2:4:47,8,19,0
1-1-2000,2:4:47,18,19,0
1-1-2000,2:4:47,28,19,0
1-1-2000,2:4:47,38,19,0
1-1-2000,2:4:47,10,19,0
1-1-2000,2:4:47,20,19,0
1-1-2000,2:4:47,30,19,0
1-1-2000,2:4:47,40,19,0
1-1-2000,2:4:52,1,18,0
1-1-2000,2:4:52,11,18,0
1-1-2000,2:4:52,21,18,0
1-1-2000,2:4:52,31,18,0
1-1-2000,2:4:52,3,18,0
1-1-2000,2:4:52,13,18,0
1-1-2000,2:4:52,23,18,0
1-1-2000,2:4:52,33,18,0
1-1-2000,2:4:52,8,18,0
1-1-2000,2:4:52,18,18,0
1-1-2000,2:4:52,28,18,0
1-1-2000,2:4:52,38,18,0
1-1-2000,2:4:52,10,18,0
1-1-2000,2:4:52,20,18,0
1-1-2000,2:4:52,30,18,0
1-1-2000,2:4:52,40,18,0
1-1-2000,2:4:56,1,17,0
1-1-2000,2:4:56,11,17,0
1-1-2000,2:4:56,21,17,0
1-1-2000,2:4:56,31,17,0
1-1-2000,2:4:56,3,17,0
1-1-2000,2:4:56,13,17,0
1-1-2000,2:4:56,23,17,0
1-1-2000,2:4:56,33,17,0
1-1-2000,2:4:56,8,17,0
1-1-2000,2:4:56,18,17,0
1-1-2000,2:4:56,28,17,0
1-1-2000,2:4:56,38,17,0
1-1-2000,2:4:56,10,17,0
1-1-2000,2:4:56,20,17,0
1-1-2000,2:4:56,30,17,0
1-1-2000,2:4:56,40,17,0
1-1-2000,2:5:1,1,16,0
1-1-2000,2:5:1,11,16,0
1-1-2000,2:5:1,21,16,0
1-1-2000,2:5:1,31,16,0
1-1-2000,2:5:1,3,16,0
1-1-2000,2:5:1,13,16,0
1-1-2000,2:5:1,23,16,0
1-1-2000,2:5:1,33,16,0
1-1-2000,2:5:1,8,16,0
1-1-2000,2:5:1,18,16,0
1-1-2000,2:5:1,28,16,0
1-1-2000,2:5:1,38,16,0
1-1-2000,2:5:1,10,16,0
1-1-2000,2:5:1,20,16,0
1-1-2000,2:5:1,30,16,0
1-1-2000,2:5:1,40,16,0
1-1-2000,2:5:6,1,15,0
1-1-2000,2:5:6,11,15,0
1-1-2000,2:5:6,21,15,0
1-1-2000,2:5:6,31,15,0
1-1-2000,2:5:6,3,15,0
1-1-2000,2:5:6,13,15,0
1-1-2000,2:5:6,23,15,0
1-1-2000,2:5:6,33,15,0
1-1-2000,2:5:6,8,15,0
1-1-2000,2:5:6,18,15,0
1-1-2000,2:5:6,28,15,0
1-1-2000,2:5:6,38,15,0
1-1-2000,2:5:6,10,15,0
1-1-2000,2:5:6,20,15,0
1-1-2000,2:5:6,30,15,0
1-1-2000,2:5:6,40,15,0
1-1-2000,2:5:10,1,14,0
1-1-2000,2:5:10,11,14,0
1-1-2000,2:5:10,21,14,0
1-1-2000,2:5:10,31,14,0
