date(dd-mm-yyy),time(hh:mm:ss),channel(1-40),intensity(%),interval(sec.)
1-1-2000,1:1:1,1,3,0
1-1-2000,1:1:1,11,3,0
1-1-2000,1:1:1,21,3,0
1-1-2000,1:1:1,31,3,0
1-1-2000,1:1:1,3,3,0
1-1-2000,1:1:1,13,3,0
1-1-2000,1:1:1,23,3,0
1-1-2000,1:1:1,33,3,0
1-1-2000,1:1:1,8,3,0
1-1-2000,1:1:1,18,3,0
1-1-2000,1:1:1,28,3,0
1-1-2000,1:1:1,38,3,0
1-1-2000,1:1:1,10,3,0
1-1-2000,1:1:1,20,3,0
1-1-2000,1:1:1,30,3,0
1-1-2000,1:1:1,40,3,0
1-1-2000,1:46:1,1,3,0
1-1-2000,1:46:1,11,3,0
1-1-2000,1:46:1,21,3,0
1-1-2000,1:46:1,31,3,0
1-1-2000,1:46:1,3,3,0
1-1-2000,1:46:1,13,3,0
1-1-2000,1:46:1,23,3,0
1-1-2000,1:46:1,33,3,0
1-1-2000,1:46:1,8,3,0
1-1-2000,1:46:1,18,3,0
1-1-2000,1:46:1,28,3,0
1-1-2000,1:46:1,38,3,0
1-1-2000,1:46:1,10,3,0
1-1-2000,1:46:1,20,3,0
1-1-2000,1:46:1,30,3,0
1-1-2000,1:46:1,40,3,0
1-1-2000,1:46:6,1,4,0
1-1-2000,1:46:6,11,4,0
1-1-2000,1:46:6,21,4,0
1-1-2000,1:46:6,31,4,0
1-1-2000,1:46:6,3,4,0
1-1-2000,1:46:6,13,4,0
1-1-2000,1:46:6,23,4,0
1-1-2000,1:46:6,33,4,0
1-1-2000,1:46:6,8,4,0
1-1-2000,1:46:6,18,4,0
1-1-2000,1:46:6,28,4,0
1-1-2000,1:46:6,38,4,0
1-1-2000,1:46:6,10,4,0
1-1-2000,1:46:6,20,4,0
1-1-2000,1:46:6,30,4,0
1-1-2000,1:46:6,40,4,0
1-1-2000,1:46:10,1,5,0
1-1-2000,1:46:10,11,5,0
1-1-2000,1:46:10,21,5,0
1-1-2000,1:46:10,31,5,0
1-1-2000,1:46:10,3,5,0
1-1-2000,1:46:10,13,5,0
1-1-2000,1:46:10,23,5,0
1-1-2000,1:46:10,33,5,0
1-1-2000,1:46:10,8,5,0
1-1-2000,1:46:10,18,5,0
1-1-2000,1:46:10,28,5,0
1-1-2000,1:46:10,38,5,0
1-1-2000,1:46:10,10,5,0
1-1-2000,1:46:10,20,5,0
1-1-2000,1:46:10,30,5,0
1-1-2000,1:46:10,40,5,0
1-1-2000,1:46:15,1,6,0
1-1-2000,1:46:15,11,6,0
1-1-2000,1:46:15,21,6,0
1-1-2000,1:46:15,31,6,0
1-1-2000,1:46:15,3,6,0
1-1-2000,1:46:15,13,6,0
1-1-2000,1:46:15,23,6,0
1-1-2000,1:46:15,33,6,0
1-1-2000,1:46:15,8,6,0
1-1-2000,1:46:15,18,6,0
1-1-2000,1:46:15,28,6,0
1-1-2000,1:46:15,38,6,0
1-1-2000,1:46:15,10,6,0
1-1-2000,1:46:15,20,6,0
1-1-2000,1:46:15,30,6,0
1-1-2000,1:46:15,40,6,0
1-1-2000,1:46:19,1,7,0
1-1-2000,1:46:19,11,7,0
1-1-2000,1:46:19,21,7,0
1-1-2000,1:46:19,31,7,0
1-1-2000,1:46:19,3,7,0
1-1-2000,1:46:19,13,7,0
1-1-2000,1:46:19,23,7,0
1-1-2000,1:46:19,33,7,0
1-1-2000,1:46:19,8,7,0
1-1-2000,1:46:19,18,7,0
1-1-2000,1:46:19,28,7,0
1-1-2000,1:46:19,38,7,0
1-1-2000,1:46:19,10,7,0
1-1-2000,1:46:19,20,7,0
1-1-2000,1:46:19,30,7,0
1-1-2000,1:46:19,40,7,0
1-1-2000,1:46:24,1,8,0
1-1-2000,1:46:24,11,8,0
1-1-2000,1:46:24,21,8,0
1-1-2000,1:46:24,31,8,0
1-1-2000,1:46:24,3,8,0
1-1-2000,1:46:24,13,8,0
1-1-2000,1:46:24,23,8,0
1-1-2000,1:46:24,33,8,0
1-1-2000,1:46:24,8,8,0
1-1-2000,1:46:24,18,8,0
1-1-2000,1:46:24,28,8,0
1-1-2000,1:46:24,38,8,0
1-1-2000,1:46:24,10,8,0
1-1-2000,1:46:24,20,8,0
1-1-2000,1:46:24,30,8,0
1-1-2000,1:46:24,40,8,0
1-1-2000,1:46:29,1,9,0
1-1-2000,1:46:29,11,9,0
1-1-2000,1:46:29,21,9,0
1-1-2000,1:46:29,31,9,0
1-1-2000,1:46:29,3,9,0
1-1-2000,1:46:29,13,9,0
1-1-2000,1:46:29,23,9,0
1-1-2000,1:46:29,33,9,0
1-1-2000,1:46:29,8,9,0
1-1-2000,1:46:29,18,9,0
1-1-2000,1:46:29,28,9,0
1-1-2000,1:46:29,38,9,0
1-1-2000,1:46:29,10,9,0
1-1-2000,1:46:29,20,9,0
1-1-2000,1:46:29,30,9,0
1-1-2000,1:46:29,40,9,0
1-1-2000,1:46:33,1,10,0
1-1-2000,1:46:33,11,10,0
1-1-2000,1:46:33,21,10,0
1-1-2000,1:46:33,31,10,0
1-1-2000,1:46:33,3,10,0
1-1-2000,1:46:33,13,10,0
1-1-2000,1:46:33,23,10,0
1-1-2000,1:46:33,33,10,0
1-1-2000,1:46:33,8,10,0
1-1-2000,1:46:33,18,10,0
1-1-2000,1:46:33,28,10,0
1-1-2000,1:46:33,38,10,0
1-1-2000,1:46:33,10,10,0
1-1-2000,1:46:33,20,10,0
1-1-2000,1:46:33,30,10,0
1-1-2000,1:46:33,40,10,0
1-1-2000,1:46:38,1,11,0
1-1-2000,1:46:38,11,11,0
1-1-2000,1:46:38,21,11,0
1-1-2000,1:46:38,31,11,0
1-1-2000,1:46:38,3,11,0
1-1-2000,1:46:38,13,11,0
1-1-2000,1:46:38,23,11,0
1-1-2000,1:46:38,33,11,0
1-1-2000,1:46:38,8,11,0
1-1-2000,1:46:38,18,11,0
1-1-2000,1:46:38,28,11,0
1-1-2000,1:46:38,38,11,0
1-1-2000,1:46:38,10,11,0
1-1-2000,1:46:38,20,11,0
1-1-2000,1:46:38,30,11,0
1-1-2000,1:46:38,40,11,0
1-1-2000,1:46:43,1,12,0
1-1-2000,1:46:43,11,12,0
1-1-2000,1:46:43,21,12,0
1-1-2000,1:46:43,31,12,0
1-1-2000,1:46:43,3,12,0
1-1-2000,1:46:43,13,12,0
1-1-2000,1:46:43,23,12,0
1-1-2000,1:46:43,33,12,0
1-1-2000,1:46:43,8,12,0
1-1-2000,1:46:43,18,12,0
1-1-2000,1:46:43,28,12,0
1-1-2000,1:46:43,38,12,0
1-1-2000,1:46:43,10,12,0
1-1-2000,1:46:43,20,12,0
1-1-2000,1:46:43,30,12,0
1-1-2000,1:46:43,40,12,0
1-1-2000,1:46:47,1,13,0
1-1-2000,1:46:47,11,13,0
1-1-2000,1:46:47,21,13,0
1-1-2000,1:46:47,31,13,0
1-1-2000,1:46:47,3,13,0
1-1-2000,1:46:47,13,13,0
1-1-2000,1:46:47,23,13,0
1-1-2000,1:46:47,33,13,0
1-1-2000,1:46:47,8,13,0
1-1-2000,1:46:47,18,13,0
1-1-2000,1:46:47,28,13,0
1-1-2000,1:46:47,38,13,0
1-1-2000,1:46:47,10,13,0
1-1-2000,1:46:47,20,13,0
1-1-2000,1:46:47,30,13,0
1-1-2000,1:46:47,40,13,0
1-1-2000,1:46:52,1,14,0
1-1-2000,1:46:52,11,14,0
1-1-2000,1:46:52,21,14,0
1-1-2000,1:46:52,31,14,0
1-1-2000,1:46:52,3,14,0
1-1-2000,1:46:52,13,14,0
1-1-2000,1:46:52,23,14,0
1-1-2000,1:46:52,33,14,0
1-1-2000,1:46:52,8,14,0
1-1-2000,1:46:52,18,14,0
1-1-2000,1:46:52,28,14,0
1-1-2000,1:46:52,38,14,0
1-1-2000,1:46:52,10,14,0
1-1-2000,1:46:52,20,14,0
1-1-2000,1:46:52,30,14,0
1-1-2000,1:46:52,40,14,0
1-1-2000,1:46:56,1,15,0
1-1-2000,1:46:56,11,15,0
1-1-2000,1:46:56,21,15,0
1-1-2000,1:46:56,31,15,0
1-1-2000,1:46:56,3,15,0
1-1-2000,1:46:56,13,15,0
1-1-2000,1:46:56,23,15,0
1-1-2000,1:46:56,33,15,0
1-1-2000,1:46:56,8,15,0
1-1-2000,1:46:56,18,15,0
1-1-2000,1:46:56,28,15,0
1-1-2000,1:46:56,38,15,0
1-1-2000,1:46:56,10,15,0
1-1-2000,1:46:56,20,15,0
1-1-2000,1:46:56,30,15,0
1-1-2000,1:46:56,40,15,0
1-1-2000,1:47:1,1,16,0
1-1-2000,1:47:1,11,16,0
1-1-2000,1:47:1,21,16,0
1-1-2000,1:47:1,31,16,0
1-1-2000,1:47:1,3,16,0
1-1-2000,1:47:1,13,16,0
1-1-2000,1:47:1,23,16,0
1-1-2000,1:47:1,33,16,0
1-1-2000,1:47:1,8,16,0
1-1-2000,1:47:1,18,16,0
1-1-2000,1:47:1,28,16,0
1-1-2000,1:47:1,38,16,0
1-1-2000,1:47:1,10,16,0
1-1-2000,1:47:1,20,16,0
1-1-2000,1:47:1,30,16,0
1-1-2000,1:47:1,40,16,0
1-1-2000,1:47:6,1,17,0
1-1-2000,1:47:6,11,17,0
1-1-2000,1:47:6,21,17,0
1-1-2000,1:47:6,31,17,0
1-1-2000,1:47:6,3,17,0
1-1-2000,1:47:6,13,17,0
1-1-2000,1:47:6,23,17,0
1-1-2000,1:47:6,33,17,0
1-1-2000,1:47:6,8,17,0
1-1-2000,1:47:6,18,17,0
1-1-2000,1:47:6,28,17,0
1-1-2000,1:47:6,38,17,0
1-1-2000,1:47:6,10,17,0
1-1-2000,1:47:6,20,17,0
1-1-2000,1:47:6,30,17,0
1-1-2000,1:47:6,40,17,0
1-1-2000,1:47:10,1,18,0
1-1-2000,1:47:10,11,18,0
1-1-2000,1:47:10,21,18,0
1-1-2000,1:47:10,31,18,0
1-1-2000,1:47:10,3,18,0
1-1-2000,1:47:10,13,18,0
1-1-2000,1:47:10,23,18,0
1-1-2000,1:47:10,33,18,0
1-1-2000,1:47:10,8,18,0
1-1-2000,1:47:10,18,18,0
1-1-2000,1:47:10,28,18,0
1-1-2000,1:47:10,38,18,0
1-1-2000,1:47:10,10,18,0
1-1-2000,1:47:10,20,18,0
1-1-2000,1:47:10,30,18,0
1-1-2000,1:47:10,40,18,0
1-1-2000,1:47:15,1,19,0
1-1-2000,1:47:15,11,19,0
1-1-2000,1:47:15,21,19,0
1-1-2000,1:47:15,31,19,0
1-1-2000,1:47:15,3,19,0
1-1-2000,1:47:15,13,19,0
1-1-2000,1:47:15,23,19,0
1-1-2000,1:47:15,33,19,0
1-1-2000,1:47:15,8,19,0
1-1-2000,1:47:15,18,19,0
1-1-2000,1:47:15,28,19,0
1-1-2000,1:47:15,38,19,0
1-1-2000,1:47:15,10,19,0
1-1-2000,1:47:15,20,19,0
1-1-2000,1:47:15,30,19,0
1-1-2000,1:47:15,40,19,0
1-1-2000,1:47:19,1,20,0
1-1-2000,1:47:19,11,20,0
1-1-2000,1:47:19,21,20,0
1-1-2000,1:47:19,31,20,0
1-1-2000,1:47:19,3,20,0
1-1-2000,1:47:19,13,20,0
1-1-2000,1:47:19,23,20,0
1-1-2000,1:47:19,33,20,0
1-1-2000,1:47:19,8,20,0
1-1-2000,1:47:19,18,20,0
1-1-2000,1:47:19,28,20,0
1-1-2000,1:47:19,38,20,0
1-1-2000,1:47:19,10,20,0
1-1-2000,1:47:19,20,20,0
1-1-2000,1:47:19,30,20,0
1-1-2000,1:47:19,40,20,0
1-1-2000,1:47:24,1,21,0
1-1-2000,1:47:24,11,21,0
1-1-2000,1:47:24,21,21,0
1-1-2000,1:47:24,31,21,0
1-1-2000,1:47:24,3,21,0
1-1-2000,1:47:24,13,21,0
1-1-2000,1:47:24,23,21,0
1-1-2000,1:47:24,33,21,0
1-1-2000,1:47:24,8,21,0
1-1-2000,1:47:24,18,21,0
1-1-2000,1:47:24,28,21,0
1-1-2000,1:47:24,38,21,0
1-1-2000,1:47:24,10,21,0
1-1-2000,1:47:24,20,21,0
1-1-2000,1:47:24,30,21,0
1-1-2000,1:47:24,40,21,0
1-1-2000,1:47:29,1,22,0
1-1-2000,1:47:29,11,22,0
1-1-2000,1:47:29,21,22,0
1-1-2000,1:47:29,31,22,0
1-1-2000,1:47:29,3,22,0
1-1-2000,1:47:29,13,22,0
1-1-2000,1:47:29,23,22,0
1-1-2000,1:47:29,33,22,0
1-1-2000,1:47:29,8,22,0
1-1-2000,1:47:29,18,22,0
1-1-2000,1:47:29,28,22,0
1-1-2000,1:47:29,38,22,0
1-1-2000,1:47:29,10,22,0
1-1-2000,1:47:29,20,22,0
1-1-2000,1:47:29,30,22,0
1-1-2000,1:47:29,40,22,0
1-1-2000,1:47:33,1,23,0
1-1-2000,1:47:33,11,23,0
1-1-2000,1:47:33,21,23,0
1-1-2000,1:47:33,31,23,0
1-1-2000,1:47:33,3,23,0
1-1-2000,1:47:33,13,23,0
1-1-2000,1:47:33,23,23,0
1-1-2000,1:47:33,33,23,0
1-1-2000,1:47:33,8,23,0
1-1-2000,1:47:33,18,23,0
1-1-2000,1:47:33,28,23,0
1-1-2000,1:47:33,38,23,0
1-1-2000,1:47:33,10,23,0
1-1-2000,1:47:33,20,23,0
1-1-2000,1:47:33,30,23,0
1-1-2000,1:47:33,40,23,0
1-1-2000,1:47:38,1,24,0
1-1-2000,1:47:38,11,24,0
1-1-2000,1:47:38,21,24,0
1-1-2000,1:47:38,31,24,0
1-1-2000,1:47:38,3,24,0
1-1-2000,1:47:38,13,24,0
1-1-2000,1:47:38,23,24,0
1-1-2000,1:47:38,33,24,0
1-1-2000,1:47:38,8,24,0
1-1-2000,1:47:38,18,24,0
1-1-2000,1:47:38,28,24,0
1-1-2000,1:47:38,38,24,0
1-1-2000,1:47:38,10,24,0
1-1-2000,1:47:38,20,24,0
1-1-2000,1:47:38,30,24,0
1-1-2000,1:47:38,40,24,0
1-1-2000,1:47:43,1,25,0
1-1-2000,1:47:43,11,25,0
1-1-2000,1:47:43,21,25,0
1-1-2000,1:47:43,31,25,0
1-1-2000,1:47:43,3,25,0
1-1-2000,1:47:43,13,25,0
1-1-2000,1:47:43,23,25,0
1-1-2000,1:47:43,33,25,0
1-1-2000,1:47:43,8,25,0
1-1-2000,1:47:43,18,25,0
1-1-2000,1:47:43,28,25,0
1-1-2000,1:47:43,38,25,0
1-1-2000,1:47:43,10,25,0
1-1-2000,1:47:43,20,25,0
1-1-2000,1:47:43,30,25,0
1-1-2000,1:47:43,40,25,0
1-1-2000,1:47:47,1,26,0
1-1-2000,1:47:47,11,26,0
1-1-2000,1:47:47,21,26,0
1-1-2000,1:47:47,31,26,0
1-1-2000,1:47:47,3,26,0
1-1-2000,1:47:47,13,26,0
1-1-2000,1:47:47,23,26,0
1-1-2000,1:47:47,33,26,0
1-1-2000,1:47:47,8,26,0
1-1-2000,1:47:47,18,26,0
1-1-2000,1:47:47,28,26,0
1-1-2000,1:47:47,38,26,0
1-1-2000,1:47:47,10,26,0
1-1-2000,1:47:47,20,26,0
1-1-2000,1:47:47,30,26,0
1-1-2000,1:47:47,40,26,0
1-1-2000,1:47:52,1,27,0
1-1-2000,1:47:52,11,27,0
1-1-2000,1:47:52,21,27,0
1-1-2000,1:47:52,31,27,0
1-1-2000,1:47:52,3,27,0
1-1-2000,1:47:52,13,27,0
1-1-2000,1:47:52,23,27,0
1-1-2000,1:47:52,33,27,0
1-1-2000,1:47:52,8,27,0
1-1-2000,1:47:52,18,27,0
1-1-2000,1:47:52,28,27,0
1-1-2000,1:47:52,38,27,0
1-1-2000,1:47:52,10,27,0
1-1-2000,1:47:52,20,27,0
1-1-2000,1:47:52,30,27,0
1-1-2000,1:47:52,40,27,0
1-1-2000,1:47:56,1,28,0
1-1-2000,1:47:56,11,28,0
1-1-2000,1:47:56,21,28,0
1-1-2000,1:47:56,31,28,0
1-1-2000,1:47:56,3,28,0
1-1-2000,1:47:56,13,28,0
1-1-2000,1:47:56,23,28,0
1-1-2000,1:47:56,33,28,0
1-1-2000,1:47:56,8,28,0
1-1-2000,1:47:56,18,28,0
1-1-2000,1:47:56,28,28,0
1-1-2000,1:47:56,38,28,0
1-1-2000,1:47:56,10,28,0
1-1-2000,1:47:56,20,28,0
1-1-2000,1:47:56,30,28,0
1-1-2000,1:47:56,40,28,0
1-1-2000,1:48:1,1,29,0
1-1-2000,1:48:1,11,29,0
1-1-2000,1:48:1,21,29,0
1-1-2000,1:48:1,31,29,0
1-1-2000,1:48:1,3,29,0
1-1-2000,1:48:1,13,29,0
1-1-2000,1:48:1,23,29,0
1-1-2000,1:48:1,33,29,0
1-1-2000,1:48:1,8,29,0
1-1-2000,1:48:1,18,29,0
1-1-2000,1:48:1,28,29,0
1-1-2000,1:48:1,38,29,0
1-1-2000,1:48:1,10,29,0
1-1-2000,1:48:1,20,29,0
1-1-2000,1:48:1,30,29,0
1-1-2000,1:48:1,40,29,0
1-1-2000,1:48:6,1,28,0
1-1-2000,1:48:6,11,28,0
1-1-2000,1:48:6,21,28,0
1-1-2000,1:48:6,31,28,0
1-1-2000,1:48:6,3,28,0
1-1-2000,1:48:6,13,28,0
1-1-2000,1:48:6,23,28,0
1-1-2000,1:48:6,33,28,0
1-1-2000,1:48:6,8,28,0
1-1-2000,1:48:6,18,28,0
1-1-2000,1:48:6,28,28,0
1-1-2000,1:48:6,38,28,0
1-1-2000,1:48:6,10,28,0
1-1-2000,1:48:6,20,28,0
1-1-2000,1:48:6,30,28,0
1-1-2000,1:48:6,40,28,0
1-1-2000,1:48:10,1,27,0
1-1-2000,1:48:10,11,27,0
1-1-2000,1:48:10,21,27,0
1-1-2000,1:48:10,31,27,0
1-1-2000,1:48:10,3,27,0
1-1-2000,1:48:10,13,27,0
1-1-2000,1:48:10,23,27,0
1-1-2000,1:48:10,33,27,0
1-1-2000,1:48:10,8,27,0
1-1-2000,1:48:10,18,27,0
1-1-2000,1:48:10,28,27,0
1-1-2000,1:48:10,38,27,0
1-1-2000,1:48:10,10,27,0
1-1-2000,1:48:10,20,27,0
1-1-2000,1:48:10,30,27,0
1-1-2000,1:48:10,40,27,0
1-1-2000,1:48:15,1,26,0
1-1-2000,1:48:15,11,26,0
1-1-2000,1:48:15,21,26,0
1-1-2000,1:48:15,31,26,0
1-1-2000,1:48:15,3,26,0
1-1-2000,1:48:15,13,26,0
1-1-2000,1:48:15,23,26,0
1-1-2000,1:48:15,33,26,0
1-1-2000,1:48:15,8,26,0
1-1-2000,1:48:15,18,26,0
1-1-2000,1:48:15,28,26,0
1-1-2000,1:48:15,38,26,0
1-1-2000,1:48:15,10,26,0
1-1-2000,1:48:15,20,26,0
1-1-2000,1:48:15,30,26,0
1-1-2000,1:48:15,40,26,0
1-1-2000,1:48:19,1,25,0
1-1-2000,1:48:19,11,25,0
1-1-2000,1:48:19,21,25,0
1-1-2000,1:48:19,31,25,0
1-1-2000,1:48:19,3,25,0
1-1-2000,1:48:19,13,25,0
1-1-2000,1:48:19,23,25,0
1-1-2000,1:48:19,33,25,0
1-1-2000,1:48:19,8,25,0
1-1-2000,1:48:19,18,25,0
1-1-2000,1:48:19,28,25,0
1-1-2000,1:48:19,38,25,0
1-1-2000,1:48:19,10,25,0
1-1-2000,1:48:19,20,25,0
1-1-2000,1:48:19,30,25,0
1-1-2000,1:48:19,40,25,0
1-1-2000,1:48:24,1,24,0
1-1-2000,1:48:24,11,24,0
1-1-2000,1:48:24,21,24,0
1-1-2000,1:48:24,31,24,0
1-1-2000,1:48:24,3,24,0
1-1-2000,1:48:24,13,24,0
1-1-2000,1:48:24,23,24,0
1-1-2000,1:48:24,33,24,0
1-1-2000,1:48:24,8,24,0
1-1-2000,1:48:24,18,24,0
1-1-2000,1:48:24,28,24,0
1-1-2000,1:48:24,38,24,0
1-1-2000,1:48:24,10,24,0
1-1-2000,1:48:24,20,24,0
1-1-2000,1:48:24,30,24,0
1-1-2000,1:48:24,40,24,0
1-1-2000,1:48:29,1,23,0
1-1-2000,1:48:29,11,23,0
1-1-2000,1:48:29,21,23,0
1-1-2000,1:48:29,31,23,0
1-1-2000,1:48:29,3,23,0
1-1-2000,1:48:29,13,23,0
1-1-2000,1:48:29,23,23,0
1-1-2000,1:48:29,33,23,0
1-1-2000,1:48:29,8,23,0
1-1-2000,1:48:29,18,23,0
1-1-2000,1:48:29,28,23,0
1-1-2000,1:48:29,38,23,0
1-1-2000,1:48:29,10,23,0
1-1-2000,1:48:29,20,23,0
1-1-2000,1:48:29,30,23,0
1-1-2000,1:48:29,40,23,0
1-1-2000,1:48:33,1,22,0
1-1-2000,1:48:33,11,22,0
1-1-2000,1:48:33,21,22,0
1-1-2000,1:48:33,31,22,0
1-1-2000,1:48:33,3,22,0
1-1-2000,1:48:33,13,22,0
1-1-2000,1:48:33,23,22,0
1-1-2000,1:48:33,33,22,0
1-1-2000,1:48:33,8,22,0
1-1-2000,1:48:33,18,22,0
1-1-2000,1:48:33,28,22,0
1-1-2000,1:48:33,38,22,0
1-1-2000,1:48:33,10,22,0
1-1-2000,1:48:33,20,22,0
1-1-2000,1:48:33,30,22,0
1-1-2000,1:48:33,40,22,0
1-1-2000,1:48:38,1,21,0
1-1-2000,1:48:38,11,21,0
1-1-2000,1:48:38,21,21,0
1-1-2000,1:48:38,31,21,0
1-1-2000,1:48:38,3,21,0
1-1-2000,1:48:38,13,21,0
1-1-2000,1:48:38,23,21,0
1-1-2000,1:48:38,33,21,0
1-1-2000,1:48:38,8,21,0
1-1-2000,1:48:38,18,21,0
1-1-2000,1:48:38,28,21,0
1-1-2000,1:48:38,38,21,0
1-1-2000,1:48:38,10,21,0
1-1-2000,1:48:38,20,21,0
1-1-2000,1:48:38,30,21,0
1-1-2000,1:48:38,40,21,0
1-1-2000,1:48:43,1,20,0
1-1-2000,1:48:43,11,20,0
1-1-2000,1:48:43,21,20,0
1-1-2000,1:48:43,31,20,0
1-1-2000,1:48:43,3,20,0
1-1-2000,1:48:43,13,20,0
1-1-2000,1:48:43,23,20,0
1-1-2000,1:48:43,33,20,0
1-1-2000,1:48:43,8,20,0
1-1-2000,1:48:43,18,20,0
1-1-2000,1:48:43,28,20,0
1-1-2000,1:48:43,38,20,0
1-1-2000,1:48:43,10,20,0
1-1-2000,1:48:43,20,20,0
1-1-2000,1:48:43,30,20,0
1-1-2000,1:48:43,40,20,0
1-1-2000,1:48:47,1,19,0
1-1-2000,1:48:47,11,19,0
1-1-2000,1:48:47,21,19,0
1-1-2000,1:48:47,31,19,0
1-1-2000,1:48:47,3,19,0
1-1-2000,1:48:47,13,19,0
1-1-2000,1:48:47,23,19,0
1-1-2000,1:48:47,33,19,0
1-1-2000,1:48:47,8,19,0
1-1-2000,1:48:47,18,19,0
1-1-2000,1:48:47,28,19,0
1-1-2000,1:48:47,38,19,0
1-1-2000,1:48:47,10,19,0
1-1-2000,1:48:47,20,19,0
1-1-2000,1:48:47,30,19,0
1-1-2000,1:48:47,40,19,0
1-1-2000,1:48:52,1,18,0
1-1-2000,1:48:52,11,18,0
1-1-2000,1:48:52,21,18,0
1-1-2000,1:48:52,31,18,0
1-1-2000,1:48:52,3,18,0
1-1-2000,1:48:52,13,18,0
1-1-2000,1:48:52,23,18,0
1-1-2000,1:48:52,33,18,0
1-1-2000,1:48:52,8,18,0
1-1-2000,1:48:52,18,18,0
1-1-2000,1:48:52,28,18,0
1-1-2000,1:48:52,38,18,0
1-1-2000,1:48:52,10,18,0
1-1-2000,1:48:52,20,18,0
1-1-2000,1:48:52,30,18,0
1-1-2000,1:48:52,40,18,0
1-1-2000,1:48:56,1,17,0
1-1-2000,1:48:56,11,17,0
1-1-2000,1:48:56,21,17,0
1-1-2000,1:48:56,31,17,0
1-1-2000,1:48:56,3,17,0
1-1-2000,1:48:56,13,17,0
1-1-2000,1:48:56,23,17,0
1-1-2000,1:48:56,33,17,0
1-1-2000,1:48:56,8,17,0
1-1-2000,1:48:56,18,17,0
1-1-2000,1:48:56,28,17,0
1-1-2000,1:48:56,38,17,0
1-1-2000,1:48:56,10,17,0
1-1-2000,1:48:56,20,17,0
1-1-2000,1:48:56,30,17,0
1-1-2000,1:48:56,40,17,0
1-1-2000,1:49:1,1,16,0
1-1-2000,1:49:1,11,16,0
1-1-2000,1:49:1,21,16,0
1-1-2000,1:49:1,31,16,0
1-1-2000,1:49:1,3,16,0
1-1-2000,1:49:1,13,16,0
1-1-2000,1:49:1,23,16,0
1-1-2000,1:49:1,33,16,0
1-1-2000,1:49:1,8,16,0
1-1-2000,1:49:1,18,16,0
1-1-2000,1:49:1,28,16,0
1-1-2000,1:49:1,38,16,0
1-1-2000,1:49:1,10,16,0
1-1-2000,1:49:1,20,16,0
1-1-2000,1:49:1,30,16,0
1-1-2000,1:49:1,40,16,0
1-1-2000,1:49:6,1,15,0
1-1-2000,1:49:6,11,15,0
1-1-2000,1:49:6,21,15,0
1-1-2000,1:49:6,31,15,0
1-1-2000,1:49:6,3,15,0
1-1-2000,1:49:6,13,15,0
1-1-2000,1:49:6,23,15,0
1-1-2000,1:49:6,33,15,0
1-1-2000,1:49:6,8,15,0
1-1-2000,1:49:6,18,15,0
1-1-2000,1:49:6,28,15,0
1-1-2000,1:49:6,38,15,0
1-1-2000,1:49:6,10,15,0
1-1-2000,1:49:6,20,15,0
1-1-2000,1:49:6,30,15,0
1-1-2000,1:49:6,40,15,0
1-1-2000,1:49:10,1,14,0
1-1-2000,1:49:10,11,14,0
1-1-2000,1:49:10,21,14,0
1-1-2000,1:49:10,31,14,0
1-1-2000,1:49:10,3,14,0
1-1-2000,1:49:10,13,14,0
1-1-2000,1:49:10,23,14,0
1-1-2000,1:49:10,33,14,0
1-1-2000,1:49:10,8,14,0
1-1-2000,1:49:10,18,14,0
1-1-2000,1:49:10,28,14,0
1-1-2000,1:49:10,38,14,0
1-1-2000,1:49:10,10,14,0
1-1-2000,1:49:10,20,14,0
1-1-2000,1:49:10,30,14,0
1-1-2000,1:49:10,40,14,0
1-1-2000,1:49:15,1,13,0
1-1-2000,1:49:15,11,13,0
1-1-2000,1:49:15,21,13,0
1-1-2000,1:49:15,31,13,0
1-1-2000,1:49:15,3,13,0
1-1-2000,1:49:15,13,13,0
1-1-2000,1:49:15,23,13,0
1-1-2000,1:49:15,33,13,0
1-1-2000,1:49:15,8,13,0
1-1-2000,1:49:15,18,13,0
1-1-2000,1:49:15,28,13,0
1-1-2000,1:49:15,38,13,0
1-1-2000,1:49:15,10,13,0
1-1-2000,1:49:15,20,13,0
1-1-2000,1:49:15,30,13,0
1-1-2000,1:49:15,40,13,0
1-1-2000,1:49:19,1,12,0
1-1-2000,1:49:19,11,12,0
1-1-2000,1:49:19,21,12,0
1-1-2000,1:49:19,31,12,0
1-1-2000,1:49:19,3,12,0
1-1-2000,1:49:19,13,12,0
1-1-2000,1:49:19,23,12,0
1-1-2000,1:49:19,33,12,0
1-1-2000,1:49:19,8,12,0
1-1-2000,1:49:19,18,12,0
1-1-2000,1:49:19,28,12,0
1-1-2000,1:49:19,38,12,0
1-1-2000,1:49:19,10,12,0
1-1-2000,1:49:19,20,12,0
1-1-2000,1:49:19,30,12,0
1-1-2000,1:49:19,40,12,0
1-1-2000,1:49:24,1,11,0
1-1-2000,1:49:24,11,11,0
1-1-2000,1:49:24,21,11,0
1-1-2000,1:49:24,31,11,0
1-1-2000,1:49:24,3,11,0
1-1-2000,1:49:24,13,11,0
1-1-2000,1:49:24,23,11,0
1-1-2000,1:49:24,33,11,0
1-1-2000,1:49:24,8,11,0
1-1-2000,1:49:24,18,11,0
1-1-2000,1:49:24,28,11,0
1-1-2000,1:49:24,38,11,0
1-1-2000,1:49:24,10,11,0
1-1-2000,1:49:24,20,11,0
